https://www.rbc.ru/politics/27/12/2021/61ca135a9a79474cfbb3f6a2,Байден подписал оборонный бюджет США без санкций против Nord Stream 2,"27 дек, 23:06"
https://www.rbc.ru/rbcfreenews/61ca15329a794747c2a47ef7,Лавров заподозрил Запад в планах начать «маленькую войнушку» на Украине,"27 дек, 22:56"
https://www.rbc.ru/rbcfreenews/61ca07599a794748ce948f64,Улицу в Грозном назвали в честь погибшего главы МЧС Зиничева,"27 дек, 22:01"
https://www.rbc.ru/rbcfreenews/61ca028e9a7947488dc262d4,В Швейцарии заявили о готовности принять Совет Россия — НАТО,"27 дек, 21:55"
https://www.rbc.ru/politics/27/12/2021/61c9e4489a79473f221e526f,Кличко потребовал развернуть систему обороны Киева,"27 дек, 20:34"
https://www.rbc.ru/rbcfreenews/61c9e9479a7947410e1bbc53,В Минобороны назвали причину «фиаско» НАТО в Афганистане,"27 дек, 20:20"
https://www.rbc.ru/politics/27/12/2021/61c9e6ae9a79473fa8241fde,Минобороны заявило о риске вооруженного конфликта с НАТО из-за провокаций,"27 дек, 19:23"
https://www.rbc.ru/rbcfreenews/61c9c0ad9a79472c812e1a85,Путин назвал военную базу в Таджикистане важным элементом безопасности,"27 дек, 18:16"
https://www.rbc.ru/rbcfreenews/61c9b98e9a7947299ad772f7,Воробьев рассказал о перестановках в администрации Подмосковья,"27 дек, 17:12"
https://www.rbc.ru/politics/27/12/2021/61c9c4579a79472f2915c5ac,Климкин заявил о неготовности России пойти на «большую войну» с Украиной,"27 дек, 17:08"
https://www.rbc.ru/rbcfreenews/61c9abb89a7947237455600f,Тимошенко назвала обманом заявления Украины о поставках газа из Европы,"27 дек, 16:04"
https://www.rbc.ru/politics/27/12/2021/61c9b4e39a7947272758af54,В Белоруссии опубликовали проект изменений в Конституцию,"27 дек, 15:54"
https://www.rbc.ru/politics/27/12/2021/61c9a5169a79471f17cbb542,Журналист Би-би-си Андрей Захаров уехал из России из-за слежки,"27 дек, 15:54"
https://www.rbc.ru/politics/27/12/2021/61c9acfe9a79472378cf48fb,Белорусский суд приговорил россиянина Дудникова к 11 годам колонии,"27 дек, 15:13"
https://www.rbc.ru/rbcfreenews/61c99f8e9a79471d996bf475,"МИД сообщил, что встреча с США по безопасности пройдет после праздников","27 дек, 15:06"
https://www.rbc.ru/politics/27/12/2021/61c99a4d9a79471a488fbdce,Лавров обвинил НАТО в попытках «замахнуться на порог нашего дома»,"27 дек, 14:35"
https://www.rbc.ru/rbcfreenews/61c99a9a9a79471a260463df,Суд вновь продлил арест Сафронову,"27 дек, 14:34"
https://www.rbc.ru/rbcfreenews/61c995019a794716fd5e6888,Лавров ответил на вопрос о возможности вступления России в НАТО,"27 дек, 14:28"
https://www.rbc.ru/rbcfreenews/61c993909a7947162138081f,"Лавров заявил, что не верит в угрозу «небывалых санкций» против России","27 дек, 14:22"
https://www.rbc.ru/rbcfreenews/61c98c609a794711ec8a7df3,В Кремле заявили об отсутствии тенденции в делах «Мемориала» и «ОВД-Инфо»,"27 дек, 14:18"
https://www.rbc.ru/politics/27/12/2021/61c997fd9a794719133ebf39,Президент Татарстана пообещал исполнять закон о запрете президентов,"27 дек, 13:50"
https://www.rbc.ru/rbcfreenews/61c9862b9a79470f35c4088d,Рябков заявил о важности вопроса членства Украины в НАТО для России,"27 дек, 13:45"
https://www.rbc.ru/politics/27/12/2021/61c9877b9a79471052870e10,Кремль подтвердил подготовку к выборам 2024 года,"27 дек, 13:01"
https://www.rbc.ru/politics/27/12/2021/61c989579a7947110bf716c0,Лавров назвал НАТО проектом по освоению земель после распада СССР,"27 дек, 13:00"
https://www.rbc.ru/rbcfreenews/61c98d099a7947129ca94d28,Кремль заявил о проработке проведения Совета Россия — НАТО,"27 дек, 12:57"
https://www.rbc.ru/rbcfreenews/61c97cfa9a794709beade163,МИД исключил возврат к временам СССР в вопросах безопасности и НАТО,"27 дек, 12:42"
https://www.rbc.ru/rbcfreenews/61c982249a79470decd4f854,Матвиенко сообщила об отсутствии у России планов нападать на Украину,"27 дек, 12:25"
https://www.rbc.ru/politics/27/12/2021/61c972449a794704d72fd1f8,В ВОЗ назвали условия завершения пандемии и дали прогноз по «Спутнику V»,"27 дек, 12:09"
